Type,Rooms,Repair Subject,Subject Details,Issue,Priority
Suite,Bathroom - Master,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
Suite,Bathroom - Master,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
Suite,Bathroom - Master,Carpentry,Window sill,Damaged,STANDARD
Suite,Bathroom - Master,Carpentry,Window sill,Not In List,STANDARD
Suite,Bathroom - Master,Carpentry,Window sill,Paint,STANDARD
Suite,Bathroom - Master,Doors,Bi-fold Doors,Falling down,STANDARD
Suite,Bathroom - Master,Doors,Bi-fold Doors,Knob repair,STANDARD
Suite,Bathroom - Master,Doors,Bi-fold Doors,Not In List,STANDARD
Suite,Bathroom - Master,Doors,Bi-fold Doors,Will not close,STANDARD
Suite,Bathroom - Master,Doors,Bi-fold Doors,Will not open,STANDARD
Suite,Bathroom - Master,Doors,Bi-fold Doors,Will not stay on track,STANDARD
Suite,Bathroom - Master,Doors,Interior Doors,Deadbolt repair,STANDARD
Suite,Bathroom - Master,Doors,Interior Doors,Door stop,STANDARD
Suite,Bathroom - Master,Doors,Interior Doors,Hard to open,STANDARD
Suite,Bathroom - Master,Doors,Interior Doors,Hinge repair,STANDARD
Suite,Bathroom - Master,Doors,Interior Doors,Locking knob repair,STANDARD
Suite,Bathroom - Master,Doors,Interior Doors,Not In List,STANDARD
Suite,Bathroom - Master,Doors,Interior Doors,Passage knob repair,STANDARD
Suite,Bathroom - Master,Doors,Interior Doors,Will not close,STANDARD
Suite,Bathroom - Master,Doors,Interior Doors,Will not latch,STANDARD
Suite,Bathroom - Master,Doors,Sliding Doors,Comes off track,STANDARD
Suite,Bathroom - Master,Doors,Sliding Doors,Not In List,STANDARD
Suite,Bathroom - Master,Doors,Sliding Doors,Will not slide,STANDARD
Suite,Bathroom - Master,Electrical,Light Switch,Cover plate repair,STANDARD
Suite,Bathroom - Master,Electrical,Light Switch,Dimmer does not work,STANDARD
Suite,Bathroom - Master,Electrical,Light Switch,Does not work,STANDARD
Suite,Bathroom - Master,Electrical,Light Switch,Loose from wall,STANDARD
Suite,Bathroom - Master,Electrical,Light Switch,Not In List,STANDARD
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
Suite,Bathroom - Master,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
Suite,Bathroom - Master,Electrical,Outlet,Cover plate repair,STANDARD
Suite,Bathroom - Master,Electrical,Outlet,GFI will not reset,EMERGENCY
Suite,Bathroom - Master,Electrical,Outlet,Loose from wall,STANDARD
Suite,Bathroom - Master,Electrical,Outlet,No power,EMERGENCY
Suite,Bathroom - Master,Electrical,Outlet,Not In List,STANDARD
Suite,Bathroom - Master,Electrical,Outlet,Sparks,EMERGENCY
Suite,Bathroom - Master,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
Suite,Bathroom - Master,Flooring,Apartment Carpet,Clean carpet,STANDARD
Suite,Bathroom - Master,Flooring,Apartment Carpet,Not In List,STANDARD
Suite,Bathroom - Master,Flooring,Apartment Carpet,Repair carpet,STANDARD
Suite,Bathroom - Master,Flooring,Apartment Carpet,Replace carpet,STANDARD
Suite,Bathroom - Master,Flooring,Apartment Carpet,Stretch carpet,STANDARD
Suite,Bathroom - Master,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
Suite,Bathroom - Master,Flooring,Ceramic Tile,Broken tile,STANDARD
Suite,Bathroom - Master,Flooring,Ceramic Tile,Grout repair,STANDARD
Suite,Bathroom - Master,Flooring,Ceramic Tile,Loose tile,STANDARD
Suite,Bathroom - Master,Flooring,Ceramic Tile,Not In List,STANDARD
Suite,Bathroom - Master,Flooring,Floor General,Leak,STANDARD
Suite,Bathroom - Master,Flooring,Floor General,Not In List,STANDARD
Suite,Bathroom - Master,Flooring,Hardwood,Loose boards,STANDARD
Suite,Bathroom - Master,Flooring,Hardwood,Not In List,STANDARD
Suite,Bathroom - Master,Flooring,Hardwood,Warped,STANDARD
Suite,Bathroom - Master,Flooring,Vinyl / Tile,Needs caulk,STANDARD
Suite,Bathroom - Master,Flooring,Vinyl / Tile,Not In List,STANDARD
Suite,Bathroom - Master,Flooring,Vinyl / Tile,Tile loose,STANDARD
Suite,Bathroom - Master,Glass Door / Window,Window,Broken glass,EMERGENCY
Suite,Bathroom - Master,Glass Door / Window,Window,Fogged,STANDARD
Suite,Bathroom - Master,Glass Door / Window,Window,Lock,EMERGENCY
Suite,Bathroom - Master,Glass Door / Window,Window,Not In List,STANDARD
Suite,Bathroom - Master,Glass Door / Window,Window,Will not close,EMERGENCY
Suite,Bathroom - Master,Glass Door / Window,Window,Will not slide / open,STANDARD
Suite,Bathroom - Master,Janitorial,Clean,Not In List,STANDARD
Suite,Bathroom - Master,Janitorial,Deodorize,Not In List,STANDARD
Suite,Bathroom - Master,Pest Control,Insects,Ants,STANDARD
Suite,Bathroom - Master,Pest Control,Insects,Bees,STANDARD
Suite,Bathroom - Master,Pest Control,Insects,Fleas,STANDARD
Suite,Bathroom - Master,Pest Control,Insects,Not In List,STANDARD
Suite,Bathroom - Master,Pest Control,Insects,Roaches,STANDARD
Suite,Bathroom - Master,Pest Control,Insects,Scorpions,STANDARD
Suite,Bathroom - Master,Pest Control,Insects,Silverfish,STANDARD
Suite,Bathroom - Master,Pest Control,Insects,Spiders,STANDARD
Suite,Bathroom - Master,Pest Control,Pests,Birds,STANDARD
Suite,Bathroom - Master,Pest Control,Pests,Mice,STANDARD
Suite,Bathroom - Master,Pest Control,Pests,Not In List,STANDARD
Suite,Bathroom - Master,Pest Control,Pests,Rats,STANDARD
Suite,Bathroom - Master,Plumbing,Fire Sprinkler Head,Beauty ring repair,STANDARD
Suite,Bathroom - Master,Plumbing,Fire Sprinkler Head,Head leaks,STANDARD
Suite,Bathroom - Master,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
Suite,Bathroom - Master,Plumbing,Fire Sprinkler Head,Paint on head,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Faucet,Faucet drips,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Faucet,Handle broken,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Faucet,Leak at faucet stem,EMERGENCY
Suite,Bathroom - Master,Plumbing,Lavatory Faucet,Low water pressure,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Faucet,No water,EMERGENCY
Suite,Bathroom - Master,Plumbing,Lavatory Faucet,Not In List,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Faucet,Stopper does not work,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Faucet,Stopper missing,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Sink,Chip in sink,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Sink,Leak under sink,EMERGENCY
Suite,Bathroom - Master,Plumbing,Lavatory Sink,Not In List,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Sink,Sewer back-up,EMERGENCY
Suite,Bathroom - Master,Plumbing,Lavatory Sink,Sink will not hold water,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Sink,Stopper missing,STANDARD
Suite,Bathroom - Master,Plumbing,Lavatory Sink,Will not drain,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Back loose from base,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Base loose from floor,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Broken seat,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Constantly runs,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Leak at base,EMERGENCY
Suite,Bathroom - Master,Plumbing,Toilet,Leak at tank,EMERGENCY
Suite,Bathroom - Master,Plumbing,Toilet,Not In List,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Runs intermittently,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Sewer back-up,EMERGENCY
Suite,Bathroom - Master,Plumbing,Toilet,Stopped Up (Only one in unit),EMERGENCY
Suite,Bathroom - Master,Plumbing,Toilet,Stopped up (Other working toilet available),STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Tank lid broken,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Water valve dripping,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Will not fill,STANDARD
Suite,Bathroom - Master,Plumbing,Toilet,Will not flush,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Caulk or grout,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Ceramic tile repair,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Diverter not working,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Door repair,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Not In List,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Sewer back-up,EMERGENCY
Suite,Bathroom - Master,Plumbing,Tub / Shower,Shower head repair,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Shower rod repair,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Soap dish repair,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Stopper does not work / missing,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Tub / shower will not drain,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Tub spout repair,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Tub will not hold water,STANDARD
Suite,Bathroom - Master,Plumbing,Tub / Shower,Water on floor when showering,EMERGENCY
Suite,Bathroom - Master,Plumbing,Tub/Shower Faucet,Faucet drips,STANDARD
Suite,Bathroom - Master,Plumbing,Tub/Shower Faucet,Handle broken,STANDARD
Suite,Bathroom - Master,Plumbing,Tub/Shower Faucet,Low water pressure,STANDARD
Suite,Bathroom - Master,Plumbing,Tub/Shower Faucet,No water,EMERGENCY
Suite,Bathroom - Master,Plumbing,Tub/Shower Faucet,Not In List,STANDARD
Suite,Bathroom - Master,Walls / Ceiling,Ceiling,Leak,EMERGENCY
Suite,Bathroom - Master,Walls / Ceiling,Ceiling,Leak above shower or tub,EMERGENCY
Suite,Bathroom - Master,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
Suite,Bathroom - Master,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
Suite,Bathroom - Master,Walls / Ceiling,Ceiling,Not In List,STANDARD
Suite,Bathroom - Master,Walls / Ceiling,Ceiling,Paint,STANDARD
Suite,Bathroom - Master,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
Suite,Bathroom - Master,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
Suite,Bathroom - Master,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
Suite,Bathroom - Master,Walls / Ceiling,Walls,Leak,EMERGENCY
Suite,Bathroom - Master,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
Suite,Bathroom - Master,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
Suite,Bathroom - Master,Walls / Ceiling,Walls,Not In List,STANDARD
Suite,Bathroom - Master,Walls / Ceiling,Walls,Paint,STANDARD
Suite,Bathroom - Master,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
Suite,Bathroom - Master,Walls / Ceiling,Walls,Stress crack repair,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Adjust Vent,,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Heat,Not In List,STANDARD
Suite,Bedroom,Air Conditioning / Heat,Heat,Vent repair,STANDARD
Suite,Bedroom,Blinds,Mini - Blind,Falling or has fallen,STANDARD
Suite,Bedroom,Blinds,Mini - Blind,Not In List,STANDARD
Suite,Bedroom,Blinds,Mini - Blind,Replace blind,STANDARD
Suite,Bedroom,Blinds,Mini - Blind,Tilt wand repair,STANDARD
Suite,Bedroom,Blinds,Mini - Blind,Will not lower,STANDARD
Suite,Bedroom,Blinds,Mini - Blind,Will not raise,STANDARD
Suite,Bedroom,Blinds,Mini - Blind,Will not tilt,STANDARD
Suite,Bedroom,Blinds,Vertical blind,Broken or missing slat,STANDARD
Suite,Bedroom,Blinds,Vertical blind,Falling or has fallen,STANDARD
Suite,Bedroom,Blinds,Vertical blind,Not In List,STANDARD
Suite,Bedroom,Blinds,Vertical blind,Replace blind,STANDARD
Suite,Bedroom,Blinds,Vertical blind,Will not close,STANDARD
Suite,Bedroom,Blinds,Vertical blind,Will not open,STANDARD
Suite,Bedroom,Blinds,Vertical blind,Will not tilt,STANDARD
Suite,Bedroom,Carpentry,Desk,Damaged,STANDARD
Suite,Bedroom,Carpentry,Desk,Not In List,STANDARD
Suite,Bedroom,Carpentry,Shelves,Damaged,STANDARD
Suite,Bedroom,Carpentry,Shelves,Not In List,STANDARD
Suite,Bedroom,Carpentry,Shelves,Paint,STANDARD
Suite,Bedroom,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
Suite,Bedroom,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
Suite,Bedroom,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
Suite,Bedroom,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
Suite,Bedroom,Carpentry,Window sill,Damaged,STANDARD
Suite,Bedroom,Carpentry,Window sill,Not In List,STANDARD
Suite,Bedroom,Carpentry,Window sill,Paint,STANDARD
Suite,Bedroom,Doors,Bi-fold Doors,Falling down,STANDARD
Suite,Bedroom,Doors,Bi-fold Doors,Knob repair,STANDARD
Suite,Bedroom,Doors,Bi-fold Doors,Not In List,STANDARD
Suite,Bedroom,Doors,Bi-fold Doors,Will not close,STANDARD
Suite,Bedroom,Doors,Bi-fold Doors,Will not open,STANDARD
Suite,Bedroom,Doors,Bi-fold Doors,Will not stay on track,STANDARD
Suite,Bedroom,Doors,Interior Doors,Deadbolt repair,STANDARD
Suite,Bedroom,Doors,Interior Doors,Door stop,STANDARD
Suite,Bedroom,Doors,Interior Doors,Hard to open,STANDARD
Suite,Bedroom,Doors,Interior Doors,Hinge repair,STANDARD
Suite,Bedroom,Doors,Interior Doors,Locking knob repair,STANDARD
Suite,Bedroom,Doors,Interior Doors,Not In List,STANDARD
Suite,Bedroom,Doors,Interior Doors,Passage knob repair,STANDARD
Suite,Bedroom,Doors,Interior Doors,Will not close,STANDARD
Suite,Bedroom,Doors,Interior Doors,Will not latch,STANDARD
Suite,Bedroom,Doors,Sliding Doors,Comes off track,STANDARD
Suite,Bedroom,Doors,Sliding Doors,Not In List,STANDARD
Suite,Bedroom,Doors,Sliding Doors,Will not slide,STANDARD
Suite,Bedroom,Electrical,Light Switch,Cover plate repair,STANDARD
Suite,Bedroom,Electrical,Light Switch,Dimmer does not work,STANDARD
Suite,Bedroom,Electrical,Light Switch,Does not work,STANDARD
Suite,Bedroom,Electrical,Light Switch,Loose from wall,STANDARD
Suite,Bedroom,Electrical,Light Switch,Not In List,STANDARD
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Cosmetic repair,STANDARD
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Fan does not work,STANDARD
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Flickers,EMERGENCY
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Globe / Lens repair,STANDARD
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Light is dim,EMERGENCY
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Not In List,STANDARD
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Not balanced,STANDARD
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Pull chain repair,STANDARD
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Pulling loose from ceiling / wall,EMERGENCY
Suite,Bedroom,Electrical,Light fixture / Ceiling fan,Will not come on / bulb out,STANDARD
Suite,Bedroom,Electrical,Outlet,Cover plate repair,STANDARD
Suite,Bedroom,Electrical,Outlet,GFI will not reset,EMERGENCY
Suite,Bedroom,Electrical,Outlet,Loose from wall,STANDARD
Suite,Bedroom,Electrical,Outlet,No power,EMERGENCY
Suite,Bedroom,Electrical,Outlet,Not In List,STANDARD
Suite,Bedroom,Electrical,Outlet,Sparks,EMERGENCY
Suite,Bedroom,Electrical,Smoke Detector,Chirps,STANDARD
Suite,Bedroom,Electrical,Smoke Detector,False alarms,STANDARD
Suite,Bedroom,Electrical,Smoke Detector,Loose from wall / Ceiling,STANDARD
Suite,Bedroom,Electrical,Smoke Detector,Not In List,STANDARD
Suite,Bedroom,Electrical,Smoke Detector,Replace battery,STANDARD
Suite,Bedroom,Electrical,Smoke Detector,Will not work,STANDARD
Suite,Bedroom,Flooring,Apartment Carpet,Carpet bar repair,STANDARD
Suite,Bedroom,Flooring,Apartment Carpet,Clean carpet,STANDARD
Suite,Bedroom,Flooring,Apartment Carpet,Not In List,STANDARD
Suite,Bedroom,Flooring,Apartment Carpet,Repair carpet,STANDARD
Suite,Bedroom,Flooring,Apartment Carpet,Replace carpet,STANDARD
Suite,Bedroom,Flooring,Apartment Carpet,Stretch carpet,STANDARD
Suite,Bedroom,Flooring,Apartment Carpet,Wet Vac,EMERGENCY
Suite,Bedroom,Flooring,Ceramic Tile,Broken tile,STANDARD
Suite,Bedroom,Flooring,Ceramic Tile,Grout repair,STANDARD
Suite,Bedroom,Flooring,Ceramic Tile,Loose tile,STANDARD
Suite,Bedroom,Flooring,Ceramic Tile,Not In List,STANDARD
Suite,Bedroom,Flooring,Floor General,Leak,EMERGENCY
Suite,Bedroom,Flooring,Floor General,Not In List,STANDARD
Suite,Bedroom,Flooring,Hardwood,Loose boards,STANDARD
Suite,Bedroom,Flooring,Hardwood,Not In List,STANDARD
Suite,Bedroom,Flooring,Hardwood,Warped,STANDARD
Suite,Bedroom,Flooring,Vinyl / Tile,Needs caulk,STANDARD
Suite,Bedroom,Flooring,Vinyl / Tile,Not In List,STANDARD
Suite,Bedroom,Flooring,Vinyl / Tile,Tile loose,STANDARD
Suite,Bedroom,Glass Door / Window,Window,Broken glass,EMERGENCY
Suite,Bedroom,Glass Door / Window,Window,Fogged,STANDARD
Suite,Bedroom,Glass Door / Window,Window,Lock,EMERGENCY
Suite,Bedroom,Glass Door / Window,Window,Not In List,STANDARD
Suite,Bedroom,Glass Door / Window,Window,Will not close,EMERGENCY
Suite,Bedroom,Glass Door / Window,Window,Will not slide / open,STANDARD
Suite,Bedroom,Janitorial,Clean,Not In List,STANDARD
Suite,Bedroom,Janitorial,Deodorize,Not In List,STANDARD
Suite,Bedroom,Pest Control,Insects,Ants,STANDARD
Suite,Bedroom,Pest Control,Insects,Bees,STANDARD
Suite,Bedroom,Pest Control,Insects,Fleas,STANDARD
Suite,Bedroom,Pest Control,Insects,Not In List,STANDARD
Suite,Bedroom,Pest Control,Insects,Roaches,STANDARD
Suite,Bedroom,Pest Control,Insects,Scorpions,STANDARD
Suite,Bedroom,Pest Control,Insects,Silverfish,STANDARD
Suite,Bedroom,Pest Control,Insects,Spiders,STANDARD
Suite,Bedroom,Pest Control,Pests,Birds,STANDARD
Suite,Bedroom,Pest Control,Pests,Mice,STANDARD
Suite,Bedroom,Pest Control,Pests,Not In List,STANDARD
Suite,Bedroom,Pest Control,Pests,Rats,STANDARD
Suite,Bedroom,Plumbing,Fire Sprinkler Head,Beauty ring repair,STANDARD
Suite,Bedroom,Plumbing,Fire Sprinkler Head,Head leaks,EMERGENCY
Suite,Bedroom,Plumbing,Fire Sprinkler Head,Not In List,STANDARD
Suite,Bedroom,Plumbing,Fire Sprinkler Head,Paint on head,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,Alarm,Control panel repair,EMERGENCY
Suite,Bedroom,TV / Phone / Alarm / Internet,Alarm,Not In List,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,Internet,Cover plate missing,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,Internet,Jack or wire repair,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,Internet,Not In List,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,Phone,Cover plate missing,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,Phone,Jack repair,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,Phone,Not In List,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,Phone,Poor reception,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,TV / Cable,No service,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,TV / Cable,Not In List,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,TV / Cable,Poor reception,STANDARD
Suite,Bedroom,TV / Phone / Alarm / Internet,TV / Cable,Wall plate repair,STANDARD
Suite,Bedroom,Walls / Ceiling,Ceiling,Leak,EMERGENCY
Suite,Bedroom,Walls / Ceiling,Ceiling,Leaks from apartment above,EMERGENCY
Suite,Bedroom,Walls / Ceiling,Ceiling,Leaks when it rains,EMERGENCY
Suite,Bedroom,Walls / Ceiling,Ceiling,Not In List,STANDARD
Suite,Bedroom,Walls / Ceiling,Ceiling,Paint,STANDARD
Suite,Bedroom,Walls / Ceiling,Ceiling,Roof leak,EMERGENCY
Suite,Bedroom,Walls / Ceiling,Ceiling,Sheetrock repair,STANDARD
Suite,Bedroom,Walls / Ceiling,Ceiling,Stress crack repair,STANDARD
Suite,Bedroom,Walls / Ceiling,Walls,Leak,EMERGENCY
Suite,Bedroom,Walls / Ceiling,Walls,Leaks from apartment above,EMERGENCY
Suite,Bedroom,Walls / Ceiling,Walls,Leaks when it rains,EMERGENCY
Suite,Bedroom,Walls / Ceiling,Walls,Not In List,STANDARD
Suite,Bedroom,Walls / Ceiling,Walls,Paint,STANDARD
Suite,Bedroom,Walls / Ceiling,Walls,Sheetrock repair,STANDARD
Suite,Bedroom,Walls / Ceiling,Walls,Stress crack repair,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Adjust Vent,,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Air Conditioning,Area of apartment does not cool,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Air Conditioning,Blowing cool air,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Air Conditioning,Does not cool fan not running,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Air Conditioning,Does not cool fan running,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Air Conditioning,No air blowing from vents but unit is running,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Air Conditioning,Not In List,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Air Conditioning,Vent repair,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Heat,Area of apartment will not heat,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Heat,Fan blowing will not heat,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Heat,Fan not blowing will not heat,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Heat,Not In List,STANDARD
Suite,Bedroom - Master,Air Conditioning / Heat,Heat,Vent repair,STANDARD
Suite,Bedroom - Master,Blinds,Mini - Blind,Falling or has fallen,STANDARD
Suite,Bedroom - Master,Blinds,Mini - Blind,Not In List,STANDARD
Suite,Bedroom - Master,Blinds,Mini - Blind,Replace blind,STANDARD
Suite,Bedroom - Master,Blinds,Mini - Blind,Tilt wand repair,STANDARD
Suite,Bedroom - Master,Blinds,Mini - Blind,Will not lower,STANDARD
Suite,Bedroom - Master,Blinds,Mini - Blind,Will not raise,STANDARD
Suite,Bedroom - Master,Blinds,Mini - Blind,Will not tilt,STANDARD
Suite,Bedroom - Master,Blinds,Vertical blind,Broken or missing slat,STANDARD
Suite,Bedroom - Master,Blinds,Vertical blind,Falling or has fallen,STANDARD
Suite,Bedroom - Master,Blinds,Vertical blind,Not In List,STANDARD
Suite,Bedroom - Master,Blinds,Vertical blind,Replace blind,STANDARD
Suite,Bedroom - Master,Blinds,Vertical blind,Will not close,STANDARD
Suite,Bedroom - Master,Blinds,Vertical blind,Will not open,STANDARD
Suite,Bedroom - Master,Blinds,Vertical blind,Will not tilt,STANDARD
Suite,Bedroom - Master,Carpentry,Cabinets  Upper / Base,Bottom repair,STANDARD
Suite,Bedroom - Master,Carpentry,Cabinets  Upper / Base,Door repair,STANDARD
Suite,Bedroom - Master,Carpentry,Cabinets  Upper / Base,Drawer repair,STANDARD
Suite,Bedroom - Master,Carpentry,Cabinets  Upper / Base,Handle repair,STANDARD
Suite,Bedroom - Master,Carpentry,Cabinets  Upper / Base,Hinge repair,STANDARD
Suite,Bedroom - Master,Carpentry,Cabinets  Upper / Base,Not In List,STANDARD
Suite,Bedroom - Master,Carpentry,Cabinets  Upper / Base,Shelf repair,STANDARD
Suite,Bedroom - Master,Carpentry,Counter Top / Vanity,Caulk needed,STANDARD
Suite,Bedroom - Master,Carpentry,Counter Top / Vanity,Damaged,STANDARD
Suite,Bedroom - Master,Carpentry,Counter Top / Vanity,Not In List,STANDARD
Suite,Bedroom - Master,Carpentry,Desk,Damaged,STANDARD
Suite,Bedroom - Master,Carpentry,Desk,Not In List,STANDARD
Suite,Bedroom - Master,Carpentry,Shelves,Damaged,STANDARD
Suite,Bedroom - Master,Carpentry,Shelves,Not In List,STANDARD
Suite,Bedroom - Master,Carpentry,Shelves,Paint,STANDARD
Suite,Bedroom - Master,Carpentry,Trim / Base boards / Crown mold,Damaged,STANDARD
Suite,Bedroom - Master,Carpentry,Trim / Base boards / Crown mold,Missing,STANDARD
Suite,Bedroom - Master,Carpentry,Trim / Base boards / Crown mold,Not In List,STANDARD
Suite,Bedroom - Master,Carpentry,Trim / Base boards / Crown mold,Paint,STANDARD
Suite,Bedroom - Master,Carpentry,Window sill,Damaged,STANDARD
Suite,Bedroom - Master,Carpentry,Window sill,Not In List,STANDARD
Suite,Bedroom - Master,Carpentry,Window sill,Paint,STANDARD
Suite,Bedroom - Master,Doors,Bi-fold Doors,Falling down,STANDARD
Suite,Bedroom - Master,Doors,Bi-fold Doors,Knob repair,STANDARD
Suite,Bedroom - Master,Doors,Bi-fold Doors,Not In List,STANDARD
Suite,Bedroom - Master,Doors,Bi-fold Doors,Will not close,STANDARD
Suite,Bedroom - Master,Doors,Bi-fold Doors,Will not open,STANDARD
